model_name,n_predictions,mae,rmse,r2
ridge,8,0.1006780081390275,0.12779084751584613,-0.5093331788674744
random_forest,8,0.10183731897584325,0.12826930264030284,-0.5206563696423814
hist_gb,8,0.10712375851509282,0.12547534036015343,-0.4551319717150828
svr,8,0.10903165857647759,0.1323599168591244,-0.6191928953057217
xgboost,8,0.12823425833320332,0.1545710812319072,-1.2082188248659391
