model_name,n_predictions,mae,rmse,r2
random_forest,74,0.3456356611106777,0.44809909555239247,0.41951347003437445
xgboost,74,0.34798576238673457,0.4642389402435701,0.37694391169827124
ridge,74,0.3687938917178458,0.44991205382265415,0.41480680221422994
hist_gb,74,0.3691740046194818,0.4794883306377146,0.33533915375159307
svr,74,0.40608314896810743,0.49215316844838186,0.2997637613030302
