model_name,fold_id,iteration,train_loss
gcn_medium,0,1,7.352825213123012
gcn_medium,0,2,0.7406383221213882
gcn_medium,0,3,0.6087804758870924
gcn_medium,0,4,0.38074354626036977
gcn_medium,0,5,0.41668103675584534
gcn_medium,0,6,0.35449424305477656
gcn_medium,0,7,0.4139238877876385
gcn_medium,0,8,0.30951430950615855
gcn_medium,0,9,0.30136263773248
gcn_medium,0,10,0.24002612684224103
gcn_medium,0,11,0.3310746534450634
gcn_medium,0,12,0.2582040566044885
gcn_medium,0,13,0.25140062216165904
gcn_medium,0,14,0.3408431861851666
gcn_medium,0,15,0.21027701811210528
gcn_medium,0,16,0.27310913640099604
gcn_medium,0,17,0.23869823845657143
gcn_medium,0,18,0.3012148548622389
gcn_medium,0,19,0.2100369777228381
gcn_medium,0,20,0.1912992882567483
gcn_medium,0,21,0.20050732006092328
gcn_medium,0,22,0.2331510113703238
gcn_medium,0,23,0.2658894972221271
gcn_medium,0,24,0.2658562966295191
gcn_medium,0,25,0.23128902308038762
gcn_medium,0,26,0.2536272519343608
gcn_medium,0,27,0.22440213609386134
gcn_medium,0,28,0.2339192822172835
gcn_medium,0,29,0.1917797270658854
gcn_medium,0,30,0.2633669287771792
gcn_medium,0,31,0.265581264689162
gcn_medium,0,32,0.26896373565132553
gcn_medium,0,33,0.22599187010043376
gcn_medium,0,34,0.248116653513264
gcn_medium,0,35,0.21135361210719958
gcn_medium,0,36,0.2590836012685621
gcn_medium,0,37,0.18684973265673663
gcn_medium,0,38,0.2010171679226128
gcn_medium,0,39,0.201791553078471
gcn_medium,0,40,0.2491140534748902
gcn_medium,0,41,0.28185102665746536
gcn_medium,0,42,0.21909585836771373
gcn_medium,0,43,0.20839763855611956
gcn_medium,0,44,0.2088031068041518
gcn_medium,0,45,0.1610854833915427
gcn_medium,0,46,0.18849449101332072
gcn_medium,0,47,0.22430090324298754
gcn_medium,0,48,0.22863943592922106
gcn_medium,0,49,0.19659988058579936
gcn_medium,0,50,0.2637847895557816
gcn_medium,0,51,0.22180576501665888
gcn_medium,0,52,0.24384918164562536
gcn_medium,0,53,0.20795544981956482
gcn_medium,0,54,0.2344831052060063
gcn_medium,0,55,0.1967924724559526
gcn_medium,0,56,0.19615829957498088
gcn_medium,0,57,0.1667664703485128
gcn_medium,0,58,0.23082304725775848
gcn_medium,0,59,0.226489936177795
gcn_medium,0,60,0.27139611018670573
