model_name,n_predictions,mae,rmse,r2
random_forest,74,0.32343350369626045,0.44516241165748166,0.4270971471300178
hist_gb,74,0.33166439501244926,0.42486369062085655,0.47815293346769006
xgboost,74,0.33294664613259256,0.48144626208557295,0.32989995007558925
ridge,74,0.35437643148304654,0.43955284535381617,0.4414446663194551
svr,74,0.36628170463929133,0.45092317974959945,0.4121735368767141
