model_name,fold_id,iteration,train_loss
gcn_medium,0,1,0.6029085770878994
gcn_medium,0,2,0.11592126538006353
gcn_medium,0,3,0.07961893816229323
gcn_medium,0,4,0.06330928285147103
gcn_medium,0,5,0.05618899273620525
gcn_medium,0,6,0.054961486863838116
gcn_medium,0,7,0.03380012150171777
gcn_medium,0,8,0.048258922259572526
gcn_medium,0,9,0.05541682206618954
gcn_medium,0,10,0.05782794154865641
gcn_medium,0,11,0.04259439720444276
gcn_medium,0,12,0.04711456263673977
gcn_medium,0,13,0.0546431830021697
gcn_medium,0,14,0.05000330938000075
gcn_medium,0,15,0.05705377908134964
gcn_medium,0,16,0.0447517233494092
gcn_medium,0,17,0.06235848844680988
gcn_medium,0,18,0.047958138700522165
gcn_medium,0,19,0.040551813502966515
gcn_medium,0,20,0.04887481424695169
gcn_medium,0,21,0.05087490925486659
gcn_medium,0,22,0.047584304559818456
gcn_medium,0,23,0.051961117227312545
gcn_medium,0,24,0.045760504035672674
gcn_medium,0,25,0.04446236705276328
gcn_medium,0,26,0.060402859579509416
gcn_medium,0,27,0.05992699682082928
gcn_medium,0,28,0.05309249159001129
gcn_medium,0,29,0.039628278569016656
gcn_medium,0,30,0.04918979554319046
gcn_medium,0,31,0.04854947354801944
gcn_medium,0,32,0.04410369816878942
gcn_medium,0,33,0.045614581738769165
gcn_medium,0,34,0.043275866447619986
gcn_medium,0,35,0.0368021911298725
gcn_medium,0,36,0.04315847583429914
gcn_medium,0,37,0.03981509314141643
gcn_medium,0,38,0.0394717313113137
gcn_medium,0,39,0.03526832037408587
gcn_medium,0,40,0.04828634643009011
gcn_medium,0,41,0.03964725344664824
gcn_medium,0,42,0.038873970980795335
gcn_medium,0,43,0.04551447571163446
gcn_medium,0,44,0.05571099905900552
gcn_medium,0,45,0.042509067619980224
gcn_medium,0,46,0.047636883621904214
gcn_medium,0,47,0.04579636365385123
gcn_medium,0,48,0.039818150450436164
gcn_medium,0,49,0.04391354626752961
gcn_medium,0,50,0.038641178954235265
gcn_medium,0,51,0.04342092434600205
gcn_medium,0,52,0.026143021199484945
gcn_medium,0,53,0.03404710462815325
gcn_medium,0,54,0.03379964600251594
gcn_medium,0,55,0.03225761651992798
gcn_medium,0,56,0.03436714896118977
gcn_medium,0,57,0.028890216126250968
gcn_medium,0,58,0.028559743702201774
gcn_medium,0,59,0.02563951390100197
gcn_medium,0,60,0.032029411952260514
