model_name,n_predictions,mae,rmse,r2
random_forest,71,0.10978623321753624,0.1779519218104049,0.09993193499730424
ridge,71,0.11690601496817113,0.18419346656626145,0.035686091417018284
xgboost,71,0.12277601024734383,0.19098393840696695,-0.03672525377962321
svr,71,0.12463143176107737,0.19183059289518406,-0.04593748049645541
hist_gb,71,0.13085874387358878,0.20659324824557662,-0.2131157350890036
