model_name,n_predictions,mae,rmse,r2
random_forest,12,0.02897145833333351,0.03718830610470845,-0.21857279381619477
hist_gb,12,0.03115625000000001,0.03736104463542207,-0.22991955123694363
svr,12,0.03445833333333333,0.03669099571647881,-0.18619934282584838
xgboost,12,0.04192126106222471,0.04958564094092756,-1.166459357408831
ridge,12,0.04327204969905731,0.049501549026621336,-1.1591174241039686
