sample_id,membrane_name_raw,source_sheet,source_row_excel,backbone_family,contortion_unit_family,modification_family,model_name,fold_id,y_true,y_pred,residual,screening_x_true,pair_label,screening_target_column,screening_score_true,screening_score_pred,upper_bound_2008_log_selectivity,distance_to_upper_bound_2008_true,distance_to_upper_bound_2008_pred,upper_bound_2019_log_selectivity,distance_to_upper_bound_2019_true,distance_to_upper_bound_2019_pred,screening_rank_score,pred_rank
S047,PIM-TFM-Btrip,Sheet1,49,,,,random_forest,4,1.2943994167649682,1.3340565715797634,0.03965715481479526,4.193124598354461,CO2/CH4,log10_sel_co2_ch4_from_perm,5.48752401511943,5.527181169934225,0.9623553890776845,0.3320440276872837,0.37170118250207895,1.316399944516619,-0.022000527751650845,0.017656627063144414,0.37170118250207895,1
S046,PIM-TFM-Btrip,Sheet1,48,,,,random_forest,4,1.289434677672704,1.314412494507838,0.024977816835134004,4.230448921378274,CO2/CH4,log10_sel_co2_ch4_from_perm,5.519883599050978,5.544861415886112,0.9481959342128086,0.34123874345989536,0.36621656029502936,1.3008546204750477,-0.011419942802343819,0.013557874032790185,0.36621656029502936,2
S045,PIM-TFM-Btrip,Sheet1,47,,,,random_forest,4,1.2857249223712102,1.283880848017752,-0.001844074353458236,4.264817823009537,CO2/CH4,log10_sel_co2_ch4_from_perm,5.550542745380747,5.548698671027289,0.9351576559004935,0.3505672664707167,0.34872319211725844,1.286540209133414,-0.0008152867622037707,-0.0026593611156620067,0.34872319211725844,3
S050,PIM-TMN-Trip,Sheet1,52,,,,random_forest,3,1.105803726168039,1.2172187349780272,0.11141500880998834,4.413299764081252,CO2/CH4,log10_sel_co2_ch4_from_perm,5.519103490249291,5.63051849905928,0.8788291501828474,0.22697457598519155,0.3383895847951799,1.2246985010652276,-0.1188947748971887,-0.007479766087200357,0.3383895847951799,4
S051,PIM-TMN-Trip,Sheet1,53,,,,random_forest,3,1.1305082706312857,1.2281128886414319,0.0976046180101462,4.373794416714731,CO2/CH4,log10_sel_co2_ch4_from_perm,5.5043026873460175,5.601907305356163,0.8938160042672634,0.2366922663640223,0.3342968843741685,1.2411522067572396,-0.11064393612595391,-0.013039318115807719,0.3342968843741685,5
S044,PIM-TFM-Btrip,Sheet1,46,,,,random_forest,4,1.2474822606770544,1.238341241343807,-0.009141019333247291,4.344392273685111,CO2/CH4,log10_sel_co2_ch4_from_perm,5.591874534362166,5.582733515028918,0.9049700797716717,0.3425121809053827,0.3333711615721354,1.253397997273533,-0.0059157365964785935,-0.015056755929725885,0.3333711615721354,6
S052,PIM-TMN-Trip,Sheet1,54,,,,random_forest,3,1.151267675330649,1.2436371683374297,0.09236949300678066,4.309630167425898,CO2/CH4,log10_sel_co2_ch4_from_perm,5.460897842756547,5.553267335763328,0.9181575252417827,0.23311015008886626,0.3254796430956469,1.2678761756405519,-0.11660850030990288,-0.02423900730312223,0.3254796430956469,7
S049,PIM-TMN-Trip,Sheet1,51,,,,random_forest,3,1.0268998959598714,1.1494128137509607,0.1225129177910893,4.52244423350632,CO2/CH4,log10_sel_co2_ch4_from_perm,5.549344129466192,5.671857047257281,0.837423812768178,0.1894760831916934,0.3119890009827827,1.1792405796053909,-0.15234068364551945,-0.029827765854430144,0.3119890009827827,8
S034,PIM-DTFM-Btrip,Sheet1,36,,,,random_forest,5,1.216820682085793,1.209664925172925,-0.007155756912867961,4.359835482339888,CO2/CH4,log10_sel_co2_ch4_from_perm,5.576656164425682,5.569500407512813,0.8991115028920141,0.31770917919377883,0.3105534222809109,1.2469660069966577,-0.030145324910864746,-0.03730108182373271,0.3105534222809109,9
S018,Pristine PIM-1,Sheet1,20,,,,random_forest,4,1.099877868397791,1.3583474891860934,0.2584696207883024,3.944975908412048,CO2/CH4,log10_sel_co2_ch4_from_perm,5.044853776809839,5.303323397598142,1.0564937388282205,0.043384129569570495,0.3018537503578729,1.4197521685659373,-0.31987430016814633,-0.06140467937984395,0.3018537503578729,10
