sample_id,membrane_name_raw,source_sheet,source_row_excel,backbone_family,contortion_unit_family,modification_family,model_name,fold_id,y_true,y_pred,residual,screening_x_true,pair_label,screening_target_column,screening_score_true,screening_score_pred,upper_bound_2008_log_selectivity,distance_to_upper_bound_2008_true,distance_to_upper_bound_2008_pred,upper_bound_2019_log_selectivity,distance_to_upper_bound_2019_true,distance_to_upper_bound_2019_pred,screening_rank_score,pred_rank
S049,PIM-TMN-Trip,Sheet1,51,,,,svr,3,1.0268998959598714,1.2445566394684067,0.21765674350853526,4.52244423350632,CO2/CH4,log10_sel_co2_ch4_from_perm,5.549344129466192,5.767000872974727,0.837423812768178,0.1894760831916934,0.40713282670022866,1.1792405796053909,-0.15234068364551945,0.06531605986301581,0.40713282670022866,1
S033,PIM-DTFM-Btrip,Sheet1,35,,,,svr,5,1.1299595379833507,1.2654053128990785,0.13544577491572785,4.4623979978989565,CO2/CH4,log10_sel_co2_ch4_from_perm,5.592357535882307,5.727803310798035,0.8602031130744617,0.26975642490888896,0.4052021998246168,1.2042494240899237,-0.07428988610657306,0.06115588880915479,0.4052021998246168,2
S032,PIM-DTFM-Btrip,Sheet1,34,,,,svr,5,0.9919198695902082,1.1959851628030858,0.20406529321287759,4.629409599102719,CO2/CH4,log10_sel_co2_ch4_from_perm,5.621329468692927,5.825394761905805,0.7968451460017141,0.1950747235884941,0.3991400168013717,1.1346902399150955,-0.14277037032488737,0.06129492288799021,0.3991400168013717,3
S039,PIM-HMI-Trip,Sheet1,41,,,,svr,2,1.097313820086803,1.2596674351193096,0.16235361503250667,4.429752280002408,CO2/CH4,log10_sel_co2_ch4_from_perm,5.52706610008921,5.689419715121717,0.8725876798030463,0.2247261402837566,0.38707975531626326,1.2178461412480033,-0.12053232116120038,0.041821293871306287,0.38707975531626326,4
S050,PIM-TMN-Trip,Sheet1,52,,,,svr,3,1.105803726168039,1.2637682839446593,0.15796455777662044,4.413299764081252,CO2/CH4,log10_sel_co2_ch4_from_perm,5.519103490249291,5.6770680480259115,0.8788291501828474,0.22697457598519155,0.384939133761812,1.2246985010652276,-0.1188947748971887,0.03906978287943175,0.384939133761812,5
S034,PIM-DTFM-Btrip,Sheet1,36,,,,svr,5,1.216820682085793,1.2816585003537626,0.06483781826796964,4.359835482339888,CO2/CH4,log10_sel_co2_ch4_from_perm,5.576656164425682,5.641493982693651,0.8991115028920141,0.31770917919377883,0.3825469974617485,1.2469660069966577,-0.030145324910864746,0.03469249335710489,0.3825469974617485,6
S051,PIM-TMN-Trip,Sheet1,53,,,,svr,3,1.1305082706312857,1.2726922740088649,0.1421840033775792,4.373794416714731,CO2/CH4,log10_sel_co2_ch4_from_perm,5.5043026873460175,5.646486690723596,0.8938160042672634,0.2366922663640223,0.3788762697416015,1.2411522067572396,-0.11064393612595391,0.03154006725162528,0.3788762697416015,7
S052,PIM-TMN-Trip,Sheet1,54,,,,svr,3,1.151267675330649,1.277155084363251,0.1258874090326021,4.309630167425898,CO2/CH4,log10_sel_co2_ch4_from_perm,5.460897842756547,5.586785251789149,0.9181575252417827,0.23311015008886626,0.35899755912146836,1.2678761756405519,-0.11660850030990288,0.009278908722699208,0.35899755912146836,8
S048,PIM-TMN-Trip,Sheet1,50,,,,svr,3,0.8622959159628186,1.1199067942004077,0.2576108782375891,4.722633922533812,CO2/CH4,log10_sel_co2_ch4_from_perm,5.584929838496631,5.84254071673422,0.7614793176894634,0.1008165982733552,0.3584274765109443,1.0958629498563313,-0.23356703389351263,0.02404384434407647,0.3584274765109443,9
S044,PIM-TFM-Btrip,Sheet1,46,,,,svr,4,1.2474822606770544,1.2587659209282576,0.011283660251203198,4.344392273685111,CO2/CH4,log10_sel_co2_ch4_from_perm,5.591874534362166,5.603158194613369,0.9049700797716717,0.3425121809053827,0.3537958411565859,1.253397997273533,-0.0059157365964785935,0.0053679236547246045,0.3537958411565859,10
S040,PIM-HMI-Trip,Sheet1,42,,,,svr,2,1.190101973498496,1.2787333672569363,0.08863139375844042,4.276461804173244,CO2/CH4,log10_sel_co2_ch4_from_perm,5.466563777671739,5.55519517143018,0.9307403641084954,0.2593616093900005,0.34799300314844095,1.281690570997759,-0.09158859749926318,-0.002957203740822756,0.34799300314844095,11
