model_name,n_predictions,mae,rmse,r2
random_forest,71,0.14965838108839852,0.20175203019065813,-0.11743696023069994
hist_gb,71,0.16153024842529426,0.20132108666916598,-0.11266835473960324
svr,71,0.16521114408188659,0.2134738017264405,-0.2510549153446502
xgboost,71,0.16874321886322707,0.22260257280706924,-0.360340298588834
ridge,71,0.1820212791554463,0.22263143876039404,-0.3606931252886729
