model_name,n_predictions,mae,rmse,r2
random_forest,71,0.14937295633984957,0.20075027053198824,-0.10636768693073262
hist_gb,71,0.16153024842529426,0.20132108666916598,-0.11266835473960324
svr,71,0.16543391546485894,0.21354389169748686,-0.2518765693101219
xgboost,71,0.1673695870477188,0.22044038500800295,-0.3340420724931987
ridge,71,0.18183328518042063,0.22244424251241407,-0.35840585120177226
