model_name,fold_id,iteration,train_loss,validation_loss
hist_gb,2,1,0.16428122618031635,0.20882640639702746
hist_gb,2,2,0.15648555362126773,0.19970585119435466
hist_gb,2,3,0.14944995911764974,0.19141464785371312
hist_gb,2,4,0.14302786837303946,0.18414160606469188
hist_gb,2,5,0.13717548590161924,0.17721121969304507
hist_gb,2,6,0.1318330629146813,0.17115392823254963
hist_gb,2,7,0.12696491960982148,0.16535847193404166
hist_gb,2,8,0.1225206398284794,0.16031313919255757
hist_gb,2,9,0.11847122135145471,0.15546445064248707
hist_gb,2,10,0.11477408109495336,0.15126149601642278
hist_gb,2,11,0.11140570556468303,0.1472028168881625
hist_gb,2,12,0.10833009053960584,0.1437011235729936
hist_gb,2,13,0.10552822845468303,0.1403018397179888
hist_gb,2,14,0.10296964439272507,0.1373839726917733
hist_gb,2,15,0.10063902538200406,0.13453523681022678
hist_gb,2,16,0.0985105472536731,0.1321034652913712
hist_gb,2,17,0.09657192169550194,0.1297145542487801
hist_gb,2,18,0.09480123939726429,0.12768754190262444
hist_gb,2,19,0.09318868431747052,0.12568282472266087
hist_gb,2,20,0.09171031616558152,0.12403720401540314
hist_gb,2,21,0.09034992651322489,0.12232972017201078
hist_gb,2,22,0.08908327764363534,0.12123826867749565
hist_gb,2,23,0.08792457034728135,0.11989925147856527
hist_gb,2,24,0.086862289906976,0.1185449349377065
hist_gb,2,25,0.08586881639252507,0.11770229980853407
hist_gb,2,26,0.08496918590886722,0.11653636236521459
hist_gb,2,27,0.08411632707796075,0.11581121766010179
hist_gb,2,28,0.08329053562289415,0.11511109102247968
hist_gb,2,29,0.08251968208209341,0.11409538382439226
hist_gb,2,30,0.08175738957778365,0.1134411316551302
hist_gb,2,31,0.08105400750501758,0.11250378996789373
hist_gb,2,32,0.08035869656190098,0.11191004930312914
hist_gb,2,33,0.07971688162325348,0.11104468726855009
hist_gb,2,34,0.07908266544779274,0.11050600397171963
hist_gb,2,35,0.0784922453135787,0.10978598943228503
hist_gb,2,36,0.07792102516104032,0.10929727700690439
hist_gb,2,37,0.0773753175954637,0.1085510792044328
hist_gb,2,38,0.07685419310777684,0.10810754706589841
hist_gb,2,39,0.07635634485056626,0.10741815894829916
hist_gb,2,40,0.07588092266782322,0.10701574074510999
hist_gb,2,41,0.07542673638429484,0.10637856722070839
hist_gb,2,42,0.07499300845026631,0.10601355785533789
hist_gb,2,43,0.07457865490389191,0.10542438950223415
hist_gb,2,44,0.07418296465335913,0.10509341327768285
hist_gb,2,45,0.07380252770903077,0.10460096426620123
hist_gb,2,46,0.07344615272046832,0.10430084332429089
hist_gb,2,47,0.07309394972734493,0.10379111242669196
hist_gb,2,48,0.07276876870786658,0.10351890645395832
hist_gb,2,49,0.07244751227450144,0.10304717687609166
hist_gb,2,50,0.07213445862592546,0.10225530811902396
hist_gb,2,51,0.07183164472405294,0.10185255748361999
hist_gb,2,52,0.07153686763761946,0.10109337912488058
hist_gb,2,53,0.07124445257522762,0.10084722306102317
hist_gb,2,54,0.07095376415435709,0.10041761118668874
hist_gb,2,55,0.07067944539979941,0.09969529271408312
hist_gb,2,56,0.07040601562287774,0.09932834430911712
hist_gb,2,57,0.0701413976532998,0.09910397599413333
hist_gb,2,58,0.06988454719427925,0.09841399259328076
hist_gb,2,59,0.06962182823162558,0.09802299121759213
hist_gb,2,60,0.06937951084692379,0.0973406789496505
hist_gb,2,61,0.06913102253124802,0.09700525502016054
hist_gb,2,62,0.06889311276831438,0.09680309112760482
hist_gb,2,63,0.06866205422077516,0.09645584032007155
hist_gb,2,64,0.06842284790158394,0.09578359325836276
hist_gb,2,65,0.06820422698769112,0.09545359554519699
hist_gb,2,66,0.06797853505902814,0.09480862485428802
hist_gb,2,67,0.06776202528401214,0.09462741634319001
hist_gb,2,68,0.06755166630792094,0.09433951156344846
hist_gb,2,69,0.06733903398127512,0.09372212798636759
hist_gb,2,70,0.06712905089952198,0.09391142437814755
hist_gb,2,71,0.0669209088467105,0.09373262439458462
hist_gb,2,72,0.0667171819373248,0.09391942954994527
hist_gb,2,73,0.06651533153211621,0.09374302406454517
hist_gb,2,74,0.06631531471532669,0.09344045590354928
hist_gb,2,75,0.06611277989420515,0.09284474975738843
hist_gb,2,76,0.0659144758355882,0.09220576780935352
hist_gb,2,77,0.06570956448409639,0.09239539314025537
hist_gb,2,78,0.06551648601663262,0.09222041575200514
hist_gb,2,79,0.0653180329513405,0.09240762305319918
hist_gb,2,80,0.06512696122766612,0.09179267961360972
hist_gb,2,81,0.06493436461383824,0.0918664208977837
hist_gb,2,82,0.06474306263361099,0.09157360079496413
hist_gb,2,83,0.06455720907031763,0.0917674745751876
hist_gb,2,84,0.06436089277680072,0.09157796135081127
hist_gb,2,85,0.0641776215096653,0.09102382177308897
hist_gb,2,86,0.0639943541590084,0.0907713205236234
hist_gb,2,87,0.06381203847452915,0.09096399408842588
hist_gb,2,88,0.06362355750297256,0.09077749210287983
hist_gb,2,89,0.06344425645761173,0.0901892487040929
hist_gb,2,90,0.0632597859675166,0.09038533858494684
hist_gb,2,91,0.0630780153270932,0.09046279233436726
hist_gb,2,92,0.06290137519256205,0.09028032210353926
hist_gb,2,93,0.06272071609381075,0.09047432565575136
hist_gb,2,94,0.06254384927821544,0.08989969121478507
hist_gb,2,95,0.062373827795298285,0.090099043612262
hist_gb,2,96,0.06219346287149277,0.08990329969730286
hist_gb,2,97,0.062025033856138605,0.08969347587783012
hist_gb,2,98,0.061852357739122316,0.08916136225157618
hist_gb,2,99,0.0616827011091422,0.08935990788992491
hist_gb,2,100,0.06151244715795431,0.0891701789115401
hist_gb,2,101,0.061345809371143305,0.08862109327617762
hist_gb,2,102,0.061174331941974566,0.08882295062792872
hist_gb,2,103,0.061012203770223955,0.08863553424376396
hist_gb,2,104,0.06084611119832601,0.08883468001712218
hist_gb,2,105,0.06068381866651954,0.08834116252611436
hist_gb,2,106,0.060520189708983235,0.08808280005518411
hist_gb,2,107,0.06035891921871073,0.08755281692093585
hist_gb,2,108,0.0601995654232086,0.0876317068192835
hist_gb,2,109,0.06004228496333202,0.08783555213094561
hist_gb,2,110,0.05987839883428725,0.0876367448238075
hist_gb,2,111,0.059724778875767236,0.08739049515318287
hist_gb,2,112,0.0595736002702822,0.08747154523061469
hist_gb,2,113,0.05941943868918702,0.08695849945497786
hist_gb,2,114,0.05926098715449474,0.08716545810510666
hist_gb,2,115,0.05910577465334215,0.08696946291582681
hist_gb,2,116,0.058952108477697315,0.08717358270326524
hist_gb,2,117,0.05880152677813734,0.08698024465985467
hist_gb,2,118,0.05865249945283924,0.08718155933885813
hist_gb,2,119,0.058500822261090095,0.08668232590376697
hist_gb,2,120,0.058357404235102585,0.08676558026264271
hist_gb,2,121,0.0582096305883216,0.08655969839918543
hist_gb,2,122,0.05806562247602585,0.08676718849198868
hist_gb,2,123,0.05791721172471588,0.08656561798645267
hist_gb,2,124,0.057776298851023734,0.08609062341713984
hist_gb,2,125,0.057630619692644505,0.08630112276315123
hist_gb,2,126,0.0574893816627964,0.08610262349050886
hist_gb,2,127,0.05734815340962755,0.08631020416431222
hist_gb,2,128,0.05720847264728816,0.08585116906937422
hist_gb,2,129,0.057068743141380156,0.08562062652841222
hist_gb,2,130,0.05693109042950572,0.08542456559949567
hist_gb,2,131,0.056794756277548514,0.08562849681860396
hist_gb,2,132,0.05665552058131282,0.08516503638108712
hist_gb,2,133,0.05652081345066119,0.08524627269091041
hist_gb,2,134,0.05638970234266557,0.08502646972691252
hist_gb,2,135,0.05625936130009791,0.08483343750830191
hist_gb,2,136,0.0561222759424023,0.08504028833184653
hist_gb,2,137,0.055992098297283154,0.08459779406857705
hist_gb,2,138,0.055861190247127386,0.08468026927590168
hist_gb,2,139,0.05573088652735956,0.08489004392124576
hist_gb,2,140,0.05559947127669028,0.0846879736838
hist_gb,2,141,0.055472971735475586,0.08489482485042553
hist_gb,2,142,0.05534477082237607,0.08446260662222693
hist_gb,2,143,0.05521982613816354,0.08426397034265905
hist_gb,2,144,0.05509195895371359,0.08447368816677912
hist_gb,2,145,0.054967779457365855,0.08406750182249852
hist_gb,2,146,0.05484303860694688,0.08387612677862938
hist_gb,2,147,0.05472372436518469,0.08404877791030314
hist_gb,2,148,0.05460087369703312,0.08426011552350132
hist_gb,2,149,0.054478007213339175,0.08405725481840008
hist_gb,2,150,0.054358778797246786,0.08426563113001319
hist_gb,2,151,0.054238466575104304,0.08385556720233471
hist_gb,2,152,0.054120572784616613,0.08344947373375199
hist_gb,2,153,0.05399994055166916,0.08323827323754489
hist_gb,2,154,0.053882588476207784,0.08303865062055629
hist_gb,2,155,0.053762637780588776,0.08324904825011396
hist_gb,2,156,0.05364865685851134,0.08305200201200279
hist_gb,2,157,0.05353245267539291,0.08325941130231461
hist_gb,2,158,0.05341843451978312,0.08286610860101988
hist_gb,2,159,0.05330418939781947,0.08246999162480036
hist_gb,2,160,0.053192042108966824,0.08228642420609254
hist_gb,2,161,0.05307982820035658,0.08249711958212412
hist_gb,2,162,0.05296630562024999,0.0822935456815548
hist_gb,2,163,0.05285735565877323,0.08250128450214307
hist_gb,2,164,0.052747340684042465,0.08230075567533011
hist_gb,2,165,0.05263983961368128,0.08191834391933864
hist_gb,2,166,0.05253072981762576,0.08153917897103534
hist_gb,2,167,0.052419377158935236,0.08174978600843003
hist_gb,2,168,0.05231357367799691,0.08154689771606156
hist_gb,2,169,0.05220794146011331,0.08171022023051532
hist_gb,2,170,0.052101663271353245,0.08192069056951054
hist_gb,2,171,0.05199606180348683,0.08171903021006273
hist_gb,2,172,0.05189294116388145,0.0819265212217038
hist_gb,2,173,0.05178902566508645,0.08156886203372755
hist_gb,2,174,0.05168414439537454,0.08120487816166715
hist_gb,2,175,0.05158172451160177,0.08101538382399616
hist_gb,2,176,0.051479337699633074,0.08110023455434123
hist_gb,2,177,0.051379991759922715,0.08090333466511983
hist_gb,2,178,0.05127516904694561,0.08111388015525181
hist_gb,2,179,0.051177100780979215,0.08076616110184241
hist_gb,2,180,0.05107854203522432,0.0809767568051885
hist_gb,2,181,0.05097686998183649,0.08077102081813851
hist_gb,2,182,0.050881110700935796,0.08097867033263499
hist_gb,2,183,0.050782644574464804,0.0807761386534387
hist_gb,2,184,0.05068731296126204,0.08059580677756004
hist_gb,2,185,0.050588873613366475,0.08068076703672598
hist_gb,2,186,0.05049520440310625,0.08034491349593113
hist_gb,2,187,0.05039876148038951,0.08055476445865416
hist_gb,2,188,0.0503053990929643,0.08036026711089639
hist_gb,2,189,0.05021001569748075,0.08044458538639741
hist_gb,2,190,0.0501169844919111,0.08060417758849933
hist_gb,2,191,0.050023903028563584,0.08081417308775703
hist_gb,2,192,0.04993076614414906,0.08061193820103248
hist_gb,2,193,0.049840427681840986,0.08081894992213252
hist_gb,2,194,0.04974965405997985,0.0804942362673343
hist_gb,2,195,0.04965992237965203,0.0802992586631779
hist_gb,2,196,0.049568430263995066,0.08039362865660571
hist_gb,2,197,0.049480363532965664,0.08060341501102809
hist_gb,2,198,0.049388617456703816,0.08039727482210547
hist_gb,2,199,0.0493029343953294,0.08022881443846024
hist_gb,2,200,0.04921582874113898,0.0803232515402595
hist_gb,2,201,0.0491297339975307,0.08047980907871362
hist_gb,2,202,0.0490410040929313,0.08069027516258341
hist_gb,2,203,0.04895492030806316,0.08049052482329888
hist_gb,2,204,0.048868899282123825,0.08069794790689544
hist_gb,2,205,0.048782336701314155,0.08038468287690695
hist_gb,2,206,0.04869978216138643,0.08019442378409346
hist_gb,2,207,0.04861620951928703,0.08029064132278184
hist_gb,2,208,0.04853240271727097,0.08050051786909332
hist_gb,2,209,0.048447445259517156,0.08029692216130174
hist_gb,2,210,0.04836607016992026,0.08050382447306316
hist_gb,2,211,0.04828221863514762,0.08019936390558301
hist_gb,2,212,0.04820146754107883,0.07999984048662155
hist_gb,2,213,0.04811917135617046,0.08020903609909913
hist_gb,2,214,0.04804036910718692,0.08030569914155712
hist_gb,2,215,0.04795940408086526,0.08014085557067964
hist_gb,2,216,0.04788015947156473,0.080293771875097
hist_gb,2,217,0.04780311110022164,0.08050018922620464
hist_gb,2,218,0.04772176919734137,0.08029576784106153
hist_gb,2,219,0.04764574249319707,0.08000976050469845
hist_gb,2,220,0.047567719886761645,0.08021840284668809
hist_gb,2,221,0.04749036112063681,0.08001808259175254
hist_gb,2,222,0.04741420585245796,0.08011716227990365
hist_gb,2,223,0.0473366854308458,0.07995462768414954
hist_gb,2,224,0.04726101273132548,0.08016058994350178
hist_gb,2,225,0.04718599907441067,0.0799628114969798
hist_gb,2,226,0.047112580788292356,0.08016580860604701
hist_gb,2,227,0.04703720545573877,0.07988509720849057
hist_gb,2,228,0.046962009268717755,0.07998473003203213
hist_gb,2,229,0.04688765484214819,0.0797980309003617
hist_gb,2,230,0.04681603132741282,0.08000292408633383
hist_gb,2,231,0.04674214398665791,0.07980222577916206
hist_gb,2,232,0.04667169455892989,0.07989988780137107
hist_gb,2,233,0.04660024631845699,0.07962840280899303
hist_gb,2,234,0.046526695620822865,0.07983688106179188
hist_gb,2,235,0.0464571066548338,0.07964119429393864
hist_gb,2,236,0.04638586392372375,0.07984658153383446
hist_gb,2,237,0.04631653024156627,0.07999500927716034
hist_gb,2,238,0.046245844901388146,0.07980981330029231
hist_gb,2,239,0.04617778885717963,0.0800135654009586
hist_gb,2,240,0.04610908231759662,0.08011289965253493
hist_gb,2,241,0.04604012576127082,0.07985071410543956
hist_gb,2,242,0.04597357848193675,0.07970267619148236
hist_gb,2,243,0.04590640287324578,0.07950625355801814
hist_gb,2,244,0.045837610829160484,0.0797123610692265
hist_gb,2,245,0.04577082876701229,0.07981144741221342
hist_gb,2,246,0.04570628214148821,0.07961876364929484
hist_gb,2,247,0.04563867350150053,0.07982323697416224
hist_gb,2,248,0.04557302270391248,0.07957027245730387
hist_gb,2,249,0.045509405765791766,0.07977278591380164
hist_gb,2,250,0.0454433986077973,0.07957369593571982
hist_gb,2,251,0.04538072446278507,0.07939971924654633
hist_gb,2,252,0.045316696524955284,0.07949729397031521
hist_gb,2,253,0.04525273459229619,0.07970018119644247
hist_gb,2,254,0.04518826096660428,0.0798444801119637
hist_gb,2,255,0.045126765318582326,0.07970254372475437
hist_gb,2,256,0.04506573809464715,0.07980166306783085
hist_gb,2,257,0.04500454948786856,0.07956019273774985
hist_gb,2,258,0.04494211892752477,0.07976453521305382
hist_gb,2,259,0.04487915522557625,0.07956636497065549
hist_gb,2,260,0.044818547290373496,0.07976777980324377
hist_gb,2,261,0.04475752266529817,0.07957261123562474
hist_gb,2,262,0.044698687621576264,0.0797711358659436
hist_gb,2,263,0.0446385332002054,0.07953552640604153
hist_gb,2,264,0.04457987055922624,0.07963455905575816
hist_gb,2,265,0.044519836226873985,0.07945925772653126
hist_gb,2,266,0.04446245185169441,0.07965883809507177
hist_gb,2,267,0.04440237685058918,0.0794616578499608
hist_gb,2,268,0.044345260036425325,0.0795998501247236
hist_gb,2,269,0.04428740990007791,0.07979989395172003
hist_gb,2,270,0.04423104918232821,0.07960915940537382
hist_gb,2,271,0.044174956908779185,0.07980626142144394
