model_name,n_predictions,mae,rmse,r2
random_forest,12,0.028937708333333506,0.03713800394446586,-0.21527845781296406
hist_gb,12,0.03115625000000001,0.03736104463542207,-0.22991955123694363
svr,12,0.03445833333333333,0.03669099571647881,-0.18619934282584838
xgboost,12,0.041595602393150334,0.049197591410773615,-1.1326832903344322
ridge,12,0.043293672041100295,0.04950260937740761,-1.1592099240933087
