sample_id,membrane_name_raw,source_sheet,source_row_excel,backbone_family,contortion_unit_family,modification_family,model_name,fold_id,y_true,y_pred,residual,screening_x_true,pair_label,screening_target_column,screening_score_true,screening_score_pred,upper_bound_2008_log_selectivity,distance_to_upper_bound_2008_true,distance_to_upper_bound_2008_pred,upper_bound_2019_log_selectivity,distance_to_upper_bound_2019_true,distance_to_upper_bound_2019_pred,screening_rank_score,pred_rank
S043,PIM-TFM-Btrip,Sheet1,45,,,,distance_gnn_medium,4,1.1696950197219849,1.293007493019104,0.12331247329711914,4.5276299008713385,CO2/CH4,log10_sel_co2_ch4_from_perm,5.697324920593323,5.8206373938904425,0.8354565641471544,0.33423845557483045,0.4575509288719496,1.1770807847844753,-0.007385765062490446,0.1159267082346287,0.4575509288719496,1
S032,PIM-DTFM-Btrip,Sheet1,34,,,,distance_gnn_medium,5,0.9919198751449585,1.1907867193222046,0.1988668441772461,4.629409599102719,CO2/CH4,log10_sel_co2_ch4_from_perm,5.621329474247678,5.820196318424924,0.7968451460017141,0.19507472914324442,0.3939415733204905,1.1346902399150955,-0.14277036477013705,0.056096479407109046,0.3939415733204905,2
S033,PIM-DTFM-Btrip,Sheet1,35,,,,distance_gnn_medium,5,1.1299595832824707,1.1417670249938965,0.011807441711425781,4.4623979978989565,CO2/CH4,log10_sel_co2_ch4_from_perm,5.592357581181427,5.604165022892853,0.8602031130744617,0.26975647020800897,0.28156391191943475,1.2042494240899237,-0.07428984080745304,-0.062482399096027263,0.28156391191943475,3
S034,PIM-DTFM-Btrip,Sheet1,36,,,,distance_gnn_medium,5,1.2168207168579102,1.1370816230773926,-0.07973909378051758,4.359835482339888,CO2/CH4,log10_sel_co2_ch4_from_perm,5.5766561991977985,5.496917105417281,0.8991115028920141,0.317709213965896,0.23797012018537844,1.2469660069966577,-0.03014529013874756,-0.10988438391926514,0.23797012018537844,4
S048,PIM-TMN-Trip,Sheet1,50,,,,distance_gnn_medium,3,0.862295925617218,0.9808434844017029,0.11854755878448486,4.722633922533812,CO2/CH4,log10_sel_co2_ch4_from_perm,5.58492984815103,5.703477406935515,0.7614793176894634,0.1008166079277546,0.21936416671223946,1.0958629498563313,-0.23356702423911324,-0.11501946545462838,0.21936416671223946,5
S044,PIM-TFM-Btrip,Sheet1,46,,,,distance_gnn_medium,4,1.2474822998046875,1.1125905513763428,-0.13489174842834473,4.344392273685111,CO2/CH4,log10_sel_co2_ch4_from_perm,5.5918745734897985,5.456982825061454,0.9049700797716717,0.34251222003301585,0.20762047160467112,1.253397997273533,-0.00591569746884546,-0.1408074458971902,0.20762047160467112,6
S006,PIM-1-M,Sheet1,8,,,,distance_gnn_medium,4,0.9684063792228699,1.1795756816864014,0.2111693024635315,4.151676230847047,CO2/CH4,log10_sel_co2_ch4_from_perm,5.120082610069917,5.331251912533449,0.9780793524719993,-0.009672973249129413,0.20149632921440208,1.3336629047446131,-0.36525652552174326,-0.15408722305821176,0.20149632921440208,7
S039,PIM-HMI-Trip,Sheet1,41,,,,distance_gnn_medium,2,1.0973137617111206,1.0635172128677368,-0.03379654884338379,4.429752280002408,CO2/CH4,log10_sel_co2_ch4_from_perm,5.527066041713528,5.493269492870144,0.8725876798030463,0.2247260819080743,0.19092953306469052,1.2178461412480033,-0.12053237953688267,-0.15432892838026646,0.19092953306469052,8
S035,PIM-DTFM-Btrip,Sheet1,37,,,,distance_gnn_medium,5,1.2784967422485352,1.137679100036621,-0.14081764221191406,4.227886704613674,CO2/CH4,log10_sel_co2_ch4_from_perm,5.506383446862209,5.365565804650295,0.9491679436075735,0.32932879864096165,0.1885111564290476,1.3019217661496,-0.023425023901064934,-0.164242666112979,0.1885111564290476,9
S017,Pristine PIM-1,Sheet1,19,,,,distance_gnn_medium,4,0.9001654386520386,1.1860069036483765,0.2858414649963379,4.073351702386901,CO2/CH4,log10_sel_co2_ch4_from_perm,4.97351714103894,5.259358606035278,1.0077927547709926,-0.10762731611895404,0.17821414887738385,1.3662845325914046,-0.466119093939366,-0.18027762894302812,0.17821414887738385,10
S036,PIM-DTFM-Btrip,Sheet1,38,,,,distance_gnn_medium,5,1.3081303834915161,1.1383596658706665,-0.1697707176208496,4.1702617153949575,CO2/CH4,log10_sel_co2_ch4_from_perm,5.478392098886474,5.308621381265624,0.9710287134174052,0.33710167007411096,0.16733095245326135,1.3259221781523973,-0.01779179466088121,-0.18756251228173082,0.16733095245326135,11
S045,PIM-TFM-Btrip,Sheet1,47,,,,distance_gnn_medium,4,1.2857248783111572,1.0951361656188965,-0.19058871269226074,4.264817823009537,CO2/CH4,log10_sel_co2_ch4_from_perm,5.550542701320694,5.359953988628433,0.9351576559004935,0.35056722241066374,0.159978509718403,1.286540209133414,-0.0008153308222567102,-0.19140404351451745,0.159978509718403,12
S040,PIM-HMI-Trip,Sheet1,42,,,,distance_gnn_medium,2,1.190101981163025,1.085366129875183,-0.1047358512878418,4.276461804173244,CO2/CH4,log10_sel_co2_ch4_from_perm,5.466563785336269,5.361827934048427,0.9307403641084954,0.25936161705452954,0.15462576576668774,1.281690570997759,-0.09158858983473417,-0.19632444112257597,0.15462576576668774,13
S041,PIM-HMI-Trip,Sheet1,43,,,,distance_gnn_medium,2,1.2060205936431885,1.0944488048553467,-0.1115717887878418,4.24064907462068,CO2/CH4,log10_sel_co2_ch4_from_perm,5.446669668263868,5.335097879476026,0.9443263768370856,0.26169421680610283,0.15012242801826103,1.2966063267464323,-0.0905857331032438,-0.2021575218910856,0.15012242801826103,14
S042,PIM-HMI-Trip,Sheet1,44,,,,distance_gnn_medium,2,1.229417324066162,1.0989913940429688,-0.13042593002319336,4.214843848047698,CO2/CH4,log10_sel_co2_ch4_from_perm,5.44426117211386,5.313835242090667,0.9541159165081713,0.2753014075579908,0.14487547753479746,1.307354026277037,-0.07793670221087479,-0.20836263223406815,0.14487547753479746,15
S027,PIM-Btrip,Sheet1,29,,,,distance_gnn_medium,1,1.3488906621932983,1.1905242204666138,-0.15836644172668457,3.963787827345555,CO2/CH4,log10_sel_co2_ch4_from_perm,5.312678489538854,5.154312047812169,1.0493571990203652,0.29953346317293317,0.1411670214462486,1.4119171336082084,-0.06302647141491002,-0.2213929131415946,0.1411670214462486,16
S056,PIM-BTrip-TB,Sheet1,58,,,,distance_gnn_medium,4,0.9623759388923645,1.1280086040496826,0.16563266515731812,4.120738405542943,CO2/CH4,log10_sel_co2_ch4_from_perm,5.083114344435307,5.248747009592625,0.989816008505423,-0.02744006961305845,0.13819259554425967,1.346548296374811,-0.3841723574824465,-0.21853969232512838,0.13819259554425967,17
