model_name,n_predictions,mae,rmse,r2
random_forest,71,0.14728486703708998,0.20304312326604831,-0.13178458666893622
xgboost,71,0.1585297235979571,0.22851517703421415,-0.4335647167622889
svr,71,0.16241783872409826,0.2135747916180508,-0.25223889000173827
hist_gb,71,0.1654558399774756,0.21571007013980134,-0.27740333231507064
ridge,71,0.17831768437850645,0.22014598440299285,-0.33048119559638667
