model_name,n_predictions,mae,rmse,r2
hist_gb,11,0.1279403598506685,0.17632641160469706,-0.247033596875476
random_forest,11,0.13216526541647744,0.18303017099820382,-0.3436581366928062
svr,11,0.15767463053428196,0.20740733286028953,-0.7254072913941634
ridge,11,0.18775281570251637,0.2554256818414264,-1.6168120937254908
xgboost,11,0.20763004793142995,0.2750063761602042,-2.0333948286967964
