model_name,n_predictions,mae,rmse,r2
xgboost,74,0.3138126287579568,0.46465217495530137,0.37583421162203945
random_forest,74,0.32343350369626056,0.4451624116574817,0.4270971471300177
hist_gb,74,0.33166439501244926,0.42486369062085655,0.47815293346769006
ridge,74,0.3543764314830463,0.43955284535381584,0.4414446663194559
svr,74,0.36628170463929144,0.45092317974959956,0.41217353687671365
