model_name,n_predictions,mae,rmse,r2
random_forest,11,0.30434073462444694,0.3676093879294728,-0.07861061839884642
hist_gb,11,0.3420757372385648,0.4066405431706519,-0.31981438472957
svr,11,0.3633992982150823,0.4373851875891229,-0.5269318225639654
ridge,11,0.3856497712942834,0.462010096588747,-0.7037051530064311
xgboost,11,0.3950070669671763,0.45189829784271296,-0.6299448677559152
